Server1: CPU=32.90, Memory=67.06, Latency=79.48
Server5: CPU=39.16, Memory=33.89, Latency=78.57
Server1: CPU=58.01, Memory=27.15, Latency=99.94
Server2: CPU=90.70, Memory=51.66, Latency=45.78
Server3: CPU=83.53, Memory=59.82, Latency=33.52
Server4: CPU=18.55, Memory=27.78, Latency=19.76
Server5: CPU=30.03, Memory=65.34, Latency=86.87
Server1: CPU=51.01, Memory=69.69, Latency=13.27
Server2: CPU=43.29, Memory=68.84, Latency=37.84
Server3: CPU=48.18, Memory=99.85, Latency=34.04
Server4: CPU=23.61, Memory=20.33, Latency=55.16
Server5: CPU=87.09, Memory=44.35, Latency=74.39
Server1: CPU=37.91, Memory=39.52, Latency=38.34
Server2: CPU=8.31, Memory=44.72, Latency=17.31
Server3: CPU=75.62, Memory=78.02, Latency=99.26
Server4: CPU=40.27, Memory=48.12, Latency=56.03
Server5: CPU=26.16, Memory=38.63, Latency=65.66
Server1: CPU=20.37, Memory=12.11, Latency=53.49
Server2: CPU=2.15, Memory=97.78, Latency=9.01
Server3: CPU=41.45, Memory=7.65, Latency=9.67
Server4: CPU=18.78, Memory=5.01, Latency=26.19
Server5: CPU=73.03, Memory=88.38, Latency=0.69
Server1: CPU=36.87, Memory=89.47, Latency=34.60
Server2: CPU=34.19, Memory=65.97, Latency=15.27
Server3: CPU=13.19, Memory=38.25, Latency=1.96
Server4: CPU=42.86, Memory=44.40, Latency=42.98
Server5: CPU=81.69, Memory=39.76, Latency=7.96
Server1: CPU=90.69, Memory=6.18, Latency=85.00
Server2: CPU=24.63, Memory=17.57, Latency=87.66
Server3: CPU=15.03, Memory=48.39, Latency=23.35
Server4: CPU=25.21, Memory=40.99, Latency=3.82
Server5: CPU=76.36, Memory=56.28, Latency=27.81
Server1: CPU=16.27, Memory=56.67, Latency=33.30
Server2: CPU=31.54, Memory=99.44, Latency=22.42
Server3: CPU=30.44, Memory=76.19, Latency=83.95
Server4: CPU=95.85, Memory=94.26, Latency=13.58
Server5: CPU=93.93, Memory=4.40, Latency=13.55
Server1: CPU=50.78, Memory=3.93, Latency=79.90
Server2: CPU=99.04, Memory=48.18, Latency=37.87
Server3: CPU=13.92, Memory=31.26, Latency=88.65
Server4: CPU=3.79, Memory=91.01, Latency=56.41
Server5: CPU=92.89, Memory=93.11, Latency=73.41
Server1: CPU=84.11, Memory=9.72, Latency=12.05
Server2: CPU=90.26, Memory=68.57, Latency=40.97
Server3: CPU=53.80, Memory=92.56, Latency=35.15
Server4: CPU=70.56, Memory=65.09, Latency=70.84
Server5: CPU=48.09, Memory=54.60, Latency=8.21
Server1: CPU=97.14, Memory=1.74, Latency=95.16
Server2: CPU=70.79, Memory=44.53, Latency=58.07
Server3: CPU=64.42, Memory=29.23, Latency=58.52
Server4: CPU=45.64, Memory=67.51, Latency=29.14
Server5: CPU=2.65, Memory=82.01, Latency=32.70
Server1: CPU=6.36, Memory=77.58, Latency=80.54
Server2: CPU=95.86, Memory=35.15, Latency=17.56
Server3: CPU=55.00, Memory=2.24, Latency=57.26
Server4: CPU=1.36, Memory=41.16, Latency=83.25
Server5: CPU=14.61, Memory=75.37, Latency=12.99
Server1: CPU=78.52, Memory=81.52, Latency=76.11
Server2: CPU=83.08, Memory=64.18, Latency=67.99
Server3: CPU=56.40, Memory=41.76, Latency=17.14
Server4: CPU=44.77, Memory=65.14, Latency=7.45
Server5: CPU=92.19, Memory=22.89, Latency=3.87
Server1: CPU=32.10, Memory=13.88, Latency=5.81
Server2: CPU=85.08, Memory=29.63, Latency=88.06
Server3: CPU=20.40, Memory=47.25, Latency=73.01
Server4: CPU=19.80, Memory=24.85, Latency=38.96
Server5: CPU=36.04, Memory=83.44, Latency=85.87
Server1: CPU=71.08, Memory=39.47, Latency=28.36
Server2: CPU=15.58, Memory=49.74, Latency=98.29
Server3: CPU=19.67, Memory=59.28, Latency=45.29
Server4: CPU=56.41, Memory=7.04, Latency=29.06
Server5: CPU=22.78, Memory=38.66, Latency=86.52
Server1: CPU=85.87, Memory=58.11, Latency=45.57
Server2: CPU=70.73, Memory=82.29, Latency=90.61
Server3: CPU=66.26, Memory=10.68, Latency=92.17
Server4: CPU=17.49, Memory=86.88, Latency=18.99
Server5: CPU=69.38, Memory=18.79, Latency=27.75
Server1: CPU=28.71, Memory=97.93, Latency=12.15
Server2: CPU=50.96, Memory=84.58, Latency=18.11
Server3: CPU=76.17, Memory=42.05, Latency=4.20
Server4: CPU=39.41, Memory=48.20, Latency=84.42
Server5: CPU=65.53, Memory=79.96, Latency=98.06
Server1: CPU=12.92, Memory=74.04, Latency=4.26
Server2: CPU=2.33, Memory=54.62, Latency=37.95
Server3: CPU=66.29, Memory=96.02, Latency=38.73
Server4: CPU=33.33, Memory=3.51, Latency=57.71
Server5: CPU=85.42, Memory=71.85, Latency=68.67
Server1: CPU=92.57, Memory=63.47, Latency=93.95
Server2: CPU=31.03, Memory=13.43, Latency=40.76
Server3: CPU=97.28, Memory=26.33, Latency=84.40
Server4: CPU=38.18, Memory=76.36, Latency=85.80
Server5: CPU=83.67, Memory=37.48, Latency=93.06
Server1: CPU=28.36, Memory=62.72, Latency=86.90
Server2: CPU=19.52, Memory=57.44, Latency=27.50
Server3: CPU=94.18, Memory=95.31, Latency=63.91
Server4: CPU=44.05, Memory=96.36, Latency=18.63
Server5: CPU=0.36, Memory=75.40, Latency=47.75
Server1: CPU=48.07, Memory=57.91, Latency=90.16
Server2: CPU=73.44, Memory=25.44, Latency=46.95
Server3: CPU=43.42, Memory=94.08, Latency=43.29
Server4: CPU=55.53, Memory=20.54, Latency=39.63
Server5: CPU=71.00, Memory=35.18, Latency=51.11
Server1: CPU=34.78, Memory=22.50, Latency=43.03
Server2: CPU=46.03, Memory=56.61, Latency=95.50
Server3: CPU=50.94, Memory=84.21, Latency=36.43
Server4: CPU=37.25, Memory=17.99, Latency=76.96
Server5: CPU=2.05, Memory=94.99, Latency=10.66
Server1: CPU=80.50, Memory=69.05, Latency=77.83
Server2: CPU=43.18, Memory=17.33, Latency=84.28
Server3: CPU=26.66, Memory=21.07, Latency=55.35
Server4: CPU=87.31, Memory=52.49, Latency=77.17
Server5: CPU=15.74, Memory=55.72, Latency=8.29
Server1: CPU=59.99, Memory=64.28, Latency=23.56
Server2: CPU=87.76, Memory=67.58, Latency=51.83
Server3: CPU=53.42, Memory=84.27, Latency=82.20
Server4: CPU=68.63, Memory=37.03, Latency=33.30
Server5: CPU=93.96, Memory=60.36, Latency=12.43
Server1: CPU=35.21, Memory=58.33, Latency=21.35
Server2: CPU=0.66, Memory=74.23, Latency=61.75
Server3: CPU=75.60, Memory=33.03, Latency=46.26
Server4: CPU=1.44, Memory=79.92, Latency=60.95
Server5: CPU=83.32, Memory=20.85, Latency=35.06
Server1: CPU=15.10, Memory=15.83, Latency=80.72
Server2: CPU=70.57, Memory=7.66, Latency=44.89
Server3: CPU=86.98, Memory=76.99, Latency=52.29
Server4: CPU=6.60, Memory=41.40, Latency=94.97
Server5: CPU=9.94, Memory=97.85, Latency=28.96
Server1: CPU=35.23, Memory=55.55, Latency=98.60
Server2: CPU=6.20, Memory=95.29, Latency=0.63
Server3: CPU=69.99, Memory=9.51, Latency=59.73
Server4: CPU=99.77, Memory=29.01, Latency=58.82
Server5: CPU=18.65, Memory=15.20, Latency=0.90
Server1: CPU=92.76, Memory=16.47, Latency=13.03
Server2: CPU=28.74, Memory=34.80, Latency=47.07
Server3: CPU=17.16, Memory=75.67, Latency=56.02
Server4: CPU=45.15, Memory=52.31, Latency=90.15
Server5: CPU=70.15, Memory=83.81, Latency=66.47
Server1: CPU=16.75, Memory=69.11, Latency=78.24
Server2: CPU=34.93, Memory=26.09, Latency=83.14
Server3: CPU=12.23, Memory=12.58, Latency=6.20
Server4: CPU=28.74, Memory=49.84, Latency=19.94
Server5: CPU=4.63, Memory=89.60, Latency=68.07
Server1: CPU=18.82, Memory=35.54, Latency=61.11
Server2: CPU=47.95, Memory=58.40, Latency=69.62
Server3: CPU=77.25, Memory=91.32, Latency=49.70
Server4: CPU=5.52, Memory=30.47, Latency=88.59
Server5: CPU=56.87, Memory=81.52, Latency=89.28
Server1: CPU=48.49, Memory=77.83, Latency=23.10
Server2: CPU=16.64, Memory=15.36, Latency=23.13
Server3: CPU=38.54, Memory=92.66, Latency=41.52
Server4: CPU=92.07, Memory=67.82, Latency=49.26
Server5: CPU=52.85, Memory=88.38, Latency=62.61
Server1: CPU=31.67, Memory=44.13, Latency=13.45
Server2: CPU=24.89, Memory=11.77, Latency=67.50
Server3: CPU=24.97, Memory=60.13, Latency=91.74
Server4: CPU=31.85, Memory=50.78, Latency=7.28
Server5: CPU=52.92, Memory=14.46, Latency=3.83
Server1: CPU=92.22, Memory=24.40, Latency=96.49
Server2: CPU=52.22, Memory=14.03, Latency=68.82
Server3: CPU=73.82, Memory=60.74, Latency=14.13
Server4: CPU=8.34, Memory=61.34, Latency=34.76
Server5: CPU=97.03, Memory=43.24, Latency=4.87
Server1: CPU=65.64, Memory=68.73, Latency=47.25
Server2: CPU=37.84, Memory=98.09, Latency=33.59
Server3: CPU=59.29, Memory=71.86, Latency=13.96
Server4: CPU=43.79, Memory=29.67, Latency=90.03
Server5: CPU=54.56, Memory=27.09, Latency=20.06
Server1: CPU=19.71, Memory=84.30, Latency=27.69
Server2: CPU=1.37, Memory=97.48, Latency=31.78
Server3: CPU=82.86, Memory=41.48, Latency=3.28
Server4: CPU=31.54, Memory=23.60, Latency=25.46
Server5: CPU=32.96, Memory=29.70, Latency=31.64
Server1: CPU=4.98, Memory=98.71, Latency=9.38
Server2: CPU=6.59, Memory=30.88, Latency=95.80
Server3: CPU=38.55, Memory=97.90, Latency=82.94
Server4: CPU=50.21, Memory=41.67, Latency=33.65
Server5: CPU=74.38, Memory=66.89, Latency=49.51
Server1: CPU=35.26, Memory=74.97, Latency=31.07
Server2: CPU=86.55, Memory=41.30, Latency=66.63
Server3: CPU=76.36, Memory=14.60, Latency=76.19
Server4: CPU=17.61, Memory=22.09, Latency=62.52
Server5: CPU=90.56, Memory=37.70, Latency=0.08
Server1: CPU=37.49, Memory=68.45, Latency=55.66
Server2: CPU=36.23, Memory=30.67, Latency=44.08
Server3: CPU=42.30, Memory=25.76, Latency=1.91
Server4: CPU=95.35, Memory=87.78, Latency=42.83
Server5: CPU=52.10, Memory=85.14, Latency=30.28
Server1: CPU=54.88, Memory=69.19, Latency=2.19
Server2: CPU=24.42, Memory=69.96, Latency=64.80
Server3: CPU=13.33, Memory=32.69, Latency=31.40
Server4: CPU=1.66, Memory=76.10, Latency=20.82
Server5: CPU=88.41, Memory=49.04, Latency=76.66
Server1: CPU=72.81, Memory=1.67, Latency=39.49
Server2: CPU=76.30, Memory=35.99, Latency=10.14
Server3: CPU=62.72, Memory=72.94, Latency=58.43
Server4: CPU=28.29, Memory=78.69, Latency=24.33
Server5: CPU=45.93, Memory=91.98, Latency=21.08
Server1: CPU=14.00, Memory=27.33, Latency=38.25
Server2: CPU=39.41, Memory=3.45, Latency=43.62
Server3: CPU=79.07, Memory=30.10, Latency=57.99
Server4: CPU=32.75, Memory=88.37, Latency=17.94
Server5: CPU=57.45, Memory=2.46, Latency=5.77
Server1: CPU=65.28, Memory=25.66, Latency=97.82
Server2: CPU=97.42, Memory=1.86, Latency=13.72
Server3: CPU=12.39, Memory=4.19, Latency=62.29
Server4: CPU=75.98, Memory=62.22, Latency=50.56
Server5: CPU=89.78, Memory=84.59, Latency=40.69
Server1: CPU=83.71, Memory=15.17, Latency=39.26
Server2: CPU=98.62, Memory=61.77, Latency=48.41
Server3: CPU=41.58, Memory=48.86, Latency=12.39
Server4: CPU=25.86, Memory=20.27, Latency=77.77
Server5: CPU=38.53, Memory=41.53, Latency=13.14
Server1: CPU=67.85, Memory=15.20, Latency=4.34
Server2: CPU=70.27, Memory=50.20, Latency=61.14
Server3: CPU=23.94, Memory=49.13, Latency=45.39
Server4: CPU=86.94, Memory=61.45, Latency=72.85
Server5: CPU=72.40, Memory=76.64, Latency=90.72
Server1: CPU=94.27, Memory=35.93, Latency=45.39
Server2: CPU=51.20, Memory=69.76, Latency=82.18
Server3: CPU=2.98, Memory=68.98, Latency=0.34
Server4: CPU=8.42, Memory=28.82, Latency=58.33
Server5: CPU=97.84, Memory=94.95, Latency=50.26
Server1: CPU=40.79, Memory=75.89, Latency=47.26
Server2: CPU=45.29, Memory=14.60, Latency=33.78
Server3: CPU=32.82, Memory=22.65, Latency=30.44
Server4: CPU=22.01, Memory=72.32, Latency=67.64
Server5: CPU=81.35, Memory=53.19, Latency=98.14
Server1: CPU=80.45, Memory=94.40, Latency=48.83
Server2: CPU=24.52, Memory=75.13, Latency=19.58
Server3: CPU=93.61, Memory=82.93, Latency=52.06
Server4: CPU=47.42, Memory=2.19, Latency=64.20
Server5: CPU=4.59, Memory=51.06, Latency=90.31
Server1: CPU=74.26, Memory=71.27, Latency=40.73
Server2: CPU=82.21, Memory=54.56, Latency=99.07
Server3: CPU=38.97, Memory=79.17, Latency=40.03
Server4: CPU=40.40, Memory=33.52, Latency=60.25
Server5: CPU=27.41, Memory=66.64, Latency=41.56
Server1: CPU=85.75, Memory=5.30, Latency=44.44
Server2: CPU=23.47, Memory=26.09, Latency=53.51
Server3: CPU=87.58, Memory=17.47, Latency=44.71
Server4: CPU=53.51, Memory=66.77, Latency=27.58
Server5: CPU=21.90, Memory=64.85, Latency=32.47
Server1: CPU=86.03, Memory=18.68, Latency=12.72
Server2: CPU=81.80, Memory=29.22, Latency=44.51
Server3: CPU=0.93, Memory=79.44, Latency=71.19
Server4: CPU=10.71, Memory=11.42, Latency=24.89
Server5: CPU=32.32, Memory=22.87, Latency=76.55
Server1: CPU=43.16, Memory=82.64, Latency=89.53
Server2: CPU=13.76, Memory=64.99, Latency=88.91
Server3: CPU=2.13, Memory=93.20, Latency=53.64
Server4: CPU=12.45, Memory=71.64, Latency=68.93
Server5: CPU=30.29, Memory=90.88, Latency=91.04
Server1: CPU=41.34, Memory=47.68, Latency=50.93
Server2: CPU=29.50, Memory=34.51, Latency=62.44
Server3: CPU=42.00, Memory=54.39, Latency=65.99
Server4: CPU=60.88, Memory=50.14, Latency=19.81
Server5: CPU=58.44, Memory=99.58, Latency=51.27
Server1: CPU=57.02, Memory=92.63, Latency=33.06
Server2: CPU=88.51, Memory=51.17, Latency=29.56
Server3: CPU=13.59, Memory=13.59, Latency=91.13
Server4: CPU=35.91, Memory=65.02, Latency=15.30
Server5: CPU=35.18, Memory=31.26, Latency=52.10
Server1: CPU=68.70, Memory=43.42, Latency=38.35
Server2: CPU=89.47, Memory=78.13, Latency=90.11
Server3: CPU=58.26, Memory=60.37, Latency=54.49
Server4: CPU=83.81, Memory=11.25, Latency=44.15
Server5: CPU=62.27, Memory=91.30, Latency=81.00
Server1: CPU=83.78, Memory=95.73, Latency=82.41
Server2: CPU=75.10, Memory=59.88, Latency=95.22
Server3: CPU=87.49, Memory=67.70, Latency=75.99
Server4: CPU=94.07, Memory=86.15, Latency=21.89
Server5: CPU=1.51, Memory=95.01, Latency=27.10
Server1: CPU=98.58, Memory=63.34, Latency=10.47
Server2: CPU=12.03, Memory=46.32, Latency=24.67
Server3: CPU=65.76, Memory=63.73, Latency=32.26
Server4: CPU=40.93, Memory=56.09, Latency=38.35
Server5: CPU=18.40, Memory=36.15, Latency=69.05
Server1: CPU=34.86, Memory=8.88, Latency=0.61
Server2: CPU=32.50, Memory=0.80, Latency=94.67
Server3: CPU=70.87, Memory=24.58, Latency=33.13
Server4: CPU=99.86, Memory=16.31, Latency=87.39
Server5: CPU=24.82, Memory=90.18, Latency=23.30
Server1: CPU=18.65, Memory=14.05, Latency=39.01
Server2: CPU=37.28, Memory=76.76, Latency=51.03
Server3: CPU=58.60, Memory=96.21, Latency=23.99
Server4: CPU=9.56, Memory=94.77, Latency=64.36
Server5: CPU=49.47, Memory=35.38, Latency=52.79
Server1: CPU=54.64, Memory=59.43, Latency=41.32
Server2: CPU=68.28, Memory=9.83, Latency=95.38
Server3: CPU=30.50, Memory=62.90, Latency=98.01
Server4: CPU=42.89, Memory=53.13, Latency=27.17
Server5: CPU=66.29, Memory=22.94, Latency=80.06
Server1: CPU=54.47, Memory=88.21, Latency=16.37
Server2: CPU=6.39, Memory=9.71, Latency=34.71
Server3: CPU=57.29, Memory=82.73, Latency=53.60
Server4: CPU=96.66, Memory=46.18, Latency=7.89
Server5: CPU=59.22, Memory=87.39, Latency=74.92
Server1: CPU=7.31, Memory=51.70, Latency=58.10
Server2: CPU=27.22, Memory=64.03, Latency=73.31
Server3: CPU=65.84, Memory=15.81, Latency=65.78
Server4: CPU=26.83, Memory=44.07, Latency=44.62
Server5: CPU=80.55, Memory=77.94, Latency=39.36
Server1: CPU=39.23, Memory=75.82, Latency=4.02
Server2: CPU=94.01, Memory=71.30, Latency=52.03
Server3: CPU=60.88, Memory=74.33, Latency=14.05
Server4: CPU=69.52, Memory=1.91, Latency=66.75
Server5: CPU=5.06, Memory=10.19, Latency=24.51
Server1: CPU=89.95, Memory=59.62, Latency=29.81
Server2: CPU=37.83, Memory=0.43, Latency=73.62
Server3: CPU=25.18, Memory=42.52, Latency=0.52
Server4: CPU=78.33, Memory=61.42, Latency=88.60
Server5: CPU=93.65, Memory=61.08, Latency=79.02
Server1: CPU=30.45, Memory=69.85, Latency=45.73
Server2: CPU=27.81, Memory=29.51, Latency=45.71
Server3: CPU=34.52, Memory=55.29, Latency=64.77
Server4: CPU=28.19, Memory=49.33, Latency=10.89
Server5: CPU=98.42, Memory=18.92, Latency=73.97
Server1: CPU=14.17, Memory=10.23, Latency=26.83
Server2: CPU=92.03, Memory=75.03, Latency=57.57
Server3: CPU=10.81, Memory=34.58, Latency=47.17
Server4: CPU=40.36, Memory=31.16, Latency=1.24
Server5: CPU=42.11, Memory=50.14, Latency=49.19
Server1: CPU=94.17, Memory=30.40, Latency=60.68
Server2: CPU=77.16, Memory=9.66, Latency=9.18
Server3: CPU=73.94, Memory=47.84, Latency=64.99
Server4: CPU=20.74, Memory=69.66, Latency=42.06
Server5: CPU=98.79, Memory=65.39, Latency=19.45
Server1: CPU=65.41, Memory=67.53, Latency=69.98
Server2: CPU=46.08, Memory=10.16, Latency=95.97
Server3: CPU=86.95, Memory=22.07, Latency=15.60
Server4: CPU=82.66, Memory=7.76, Latency=99.51
Server5: CPU=41.63, Memory=66.88, Latency=38.28
Server1: CPU=67.89, Memory=4.30, Latency=26.89
Server2: CPU=21.36, Memory=89.25, Latency=81.34
Server3: CPU=90.40, Memory=47.85, Latency=32.33
Server4: CPU=19.52, Memory=46.88, Latency=21.33
Server5: CPU=72.74, Memory=33.62, Latency=78.46
Server1: CPU=7.53, Memory=12.22, Latency=13.39
Server2: CPU=74.82, Memory=27.10, Latency=83.65
Server3: CPU=9.67, Memory=0.51, Latency=57.51
Server4: CPU=24.74, Memory=53.74, Latency=38.27
Server5: CPU=93.54, Memory=23.23, Latency=75.01
Server1: CPU=40.77, Memory=79.05, Latency=58.97
Server2: CPU=21.39, Memory=85.15, Latency=63.03
Server3: CPU=94.16, Memory=53.77, Latency=39.43
Server4: CPU=52.01, Memory=92.19, Latency=81.72
Server5: CPU=17.97, Memory=27.76, Latency=77.40
Server1: CPU=30.84, Memory=24.66, Latency=74.40
Server2: CPU=83.59, Memory=83.91, Latency=56.35
Server3: CPU=12.10, Memory=77.30, Latency=17.88
Server4: CPU=66.84, Memory=66.21, Latency=83.41
Server5: CPU=66.47, Memory=72.18, Latency=9.70
Server1: CPU=65.57, Memory=14.75, Latency=80.46
Server2: CPU=47.76, Memory=93.97, Latency=63.32
Server3: CPU=43.15, Memory=73.16, Latency=5.75
Server4: CPU=22.51, Memory=33.70, Latency=28.33
Server5: CPU=17.25, Memory=72.72, Latency=99.30
Server1: CPU=1.74, Memory=6.01, Latency=94.39
Server2: CPU=56.48, Memory=7.31, Latency=85.82
Server3: CPU=53.61, Memory=64.93, Latency=62.80
Server4: CPU=28.79, Memory=82.39, Latency=63.71
Server5: CPU=96.53, Memory=34.14, Latency=45.91
Server1: CPU=8.04, Memory=65.62, Latency=27.92
Server2: CPU=8.83, Memory=56.46, Latency=77.53
Server3: CPU=40.38, Memory=35.52, Latency=96.68
Server4: CPU=68.45, Memory=48.69, Latency=84.90
Server5: CPU=66.39, Memory=7.23, Latency=91.24
Server1: CPU=89.53, Memory=20.03, Latency=61.37
Server2: CPU=56.86, Memory=40.90, Latency=16.77
Server3: CPU=82.89, Memory=27.59, Latency=37.80
Server4: CPU=55.90, Memory=46.35, Latency=6.40
Server5: CPU=93.52, Memory=66.18, Latency=98.30
Server1: CPU=93.12, Memory=38.56, Latency=63.31
Server2: CPU=58.64, Memory=80.89, Latency=0.61
Server3: CPU=25.78, Memory=47.54, Latency=33.31
Server4: CPU=91.15, Memory=3.54, Latency=98.47
Server5: CPU=68.11, Memory=78.77, Latency=66.25
Server1: CPU=37.37, Memory=39.10, Latency=64.50
Server2: CPU=11.00, Memory=42.58, Latency=85.03
Server3: CPU=59.10, Memory=7.91, Latency=81.00
Server4: CPU=39.59, Memory=38.48, Latency=28.57
Server5: CPU=40.21, Memory=9.61, Latency=28.77
Server1: CPU=70.84, Memory=22.82, Latency=66.30
Server2: CPU=4.11, Memory=27.92, Latency=53.17
Server3: CPU=52.21, Memory=2.02, Latency=85.88
Server4: CPU=94.98, Memory=8.50, Latency=42.02
Server5: CPU=45.74, Memory=29.85, Latency=45.63
Server1: CPU=66.14, Memory=1.03, Latency=65.75
Server2: CPU=9.60, Memory=14.81, Latency=70.09
Server3: CPU=41.05, Memory=28.23, Latency=75.97
Server4: CPU=3.28, Memory=65.23, Latency=56.90
Server5: CPU=95.94, Memory=59.89, Latency=90.39
Server1: CPU=81.85, Memory=21.36, Latency=76.68
Server2: CPU=39.05, Memory=80.41, Latency=48.57
Server3: CPU=30.76, Memory=23.21, Latency=82.29
Server4: CPU=93.34, Memory=33.14, Latency=77.41
Server5: CPU=23.80, Memory=57.98, Latency=76.13
Server1: CPU=93.79, Memory=37.65, Latency=64.85
Server2: CPU=97.54, Memory=91.70, Latency=75.19
Server3: CPU=46.00, Memory=18.05, Latency=75.64
Server4: CPU=14.82, Memory=27.21, Latency=53.87
Server5: CPU=35.93, Memory=70.75, Latency=20.95
Server1: CPU=61.92, Memory=59.54, Latency=2.91
Server2: CPU=86.14, Memory=67.20, Latency=85.04
Server3: CPU=60.03, Memory=65.69, Latency=45.86
Server4: CPU=44.75, Memory=92.19, Latency=47.12
Server5: CPU=51.27, Memory=19.53, Latency=65.39
Server1: CPU=15.09, Memory=9.34, Latency=13.19
Server2: CPU=38.11, Memory=10.64, Latency=39.12
Server3: CPU=67.20, Memory=23.05, Latency=61.14
Server4: CPU=53.64, Memory=21.56, Latency=69.66
Server5: CPU=56.10, Memory=97.67, Latency=2.19
Server1: CPU=75.66, Memory=52.54, Latency=88.79
Server2: CPU=60.47, Memory=71.36, Latency=27.78
Server3: CPU=15.33, Memory=37.85, Latency=85.06
Server4: CPU=83.79, Memory=11.14, Latency=79.60
Server5: CPU=90.05, Memory=47.53, Latency=70.17
Server1: CPU=75.67, Memory=53.91, Latency=4.77
Server2: CPU=86.54, Memory=63.68, Latency=59.77
Server3: CPU=50.87, Memory=5.46, Latency=89.60
Server4: CPU=45.37, Memory=41.43, Latency=48.73
Server5: CPU=84.58, Memory=10.92, Latency=78.34
Server1: CPU=34.80, Memory=83.52, Latency=79.45
Server2: CPU=71.84, Memory=48.03, Latency=79.90
Server3: CPU=54.54, Memory=78.56, Latency=24.12
Server4: CPU=84.82, Memory=9.30, Latency=26.68
Server5: CPU=9.72, Memory=33.51, Latency=57.88
Server1: CPU=4.71, Memory=22.74, Latency=61.97
Server2: CPU=6.21, Memory=8.38, Latency=87.16
Server3: CPU=58.34, Memory=52.12, Latency=11.06
Server4: CPU=40.95, Memory=78.89, Latency=6.68
Server5: CPU=47.97, Memory=19.28, Latency=6.90
Server1: CPU=38.43, Memory=81.21, Latency=96.12
Server2: CPU=24.22, Memory=0.10, Latency=43.88
Server3: CPU=27.23, Memory=59.90, Latency=83.23
Server4: CPU=44.68, Memory=74.80, Latency=78.09
Server5: CPU=60.65, Memory=51.67, Latency=9.96
Server1: CPU=68.24, Memory=18.72, Latency=63.42
Server2: CPU=83.02, Memory=4.56, Latency=51.77
Server3: CPU=19.06, Memory=23.53, Latency=49.04
Server4: CPU=89.78, Memory=95.01, Latency=82.01
Server5: CPU=82.39, Memory=56.88, Latency=85.16
Server1: CPU=53.82, Memory=60.71, Latency=13.12
Server2: CPU=64.08, Memory=31.63, Latency=12.21
Server3: CPU=14.78, Memory=88.21, Latency=17.56
Server4: CPU=7.87, Memory=39.74, Latency=98.61
Server5: CPU=88.86, Memory=62.88, Latency=63.20
Server1: CPU=50.92, Memory=51.25, Latency=51.18
Server2: CPU=36.80, Memory=12.80, Latency=33.46
Server3: CPU=44.95, Memory=19.17, Latency=37.51
Server4: CPU=72.92, Memory=22.58, Latency=29.80
Server5: CPU=43.14, Memory=18.18, Latency=24.11
Server1: CPU=49.56, Memory=1.67, Latency=26.39
Server2: CPU=71.48, Memory=71.12, Latency=69.21
Server3: CPU=65.80, Memory=12.53, Latency=10.38
Server4: CPU=69.47, Memory=42.79, Latency=92.01
Server5: CPU=26.01, Memory=76.09, Latency=60.10
Server1: CPU=1.03, Memory=58.43, Latency=26.50
Server2: CPU=79.21, Memory=6.95, Latency=91.91
Server3: CPU=39.68, Memory=3.27, Latency=19.82
Server4: CPU=63.60, Memory=3.28, Latency=19.09
Server5: CPU=8.63, Memory=92.25, Latency=41.98
Server1: CPU=36.84, Memory=40.86, Latency=75.61
Server2: CPU=78.04, Memory=44.25, Latency=82.19
Server3: CPU=10.67, Memory=47.53, Latency=48.47
Server4: CPU=59.70, Memory=23.49, Latency=41.23
Server5: CPU=13.27, Memory=61.66, Latency=56.65
Server1: CPU=98.08, Memory=11.82, Latency=19.57
Server2: CPU=51.38, Memory=90.58, Latency=5.96
Server3: CPU=94.14, Memory=78.66, Latency=6.76
Server4: CPU=31.86, Memory=65.80, Latency=19.27
Server5: CPU=51.15, Memory=18.76, Latency=12.57
Server1: CPU=65.81, Memory=58.66, Latency=92.75
Server2: CPU=43.26, Memory=22.02, Latency=39.29
Server3: CPU=20.71, Memory=42.42, Latency=3.87
Server4: CPU=49.31, Memory=30.70, Latency=74.91
Server5: CPU=5.28, Memory=14.82, Latency=4.98
Server1: CPU=92.73, Memory=77.01, Latency=17.74
Server2: CPU=78.94, Memory=84.21, Latency=81.83
Server3: CPU=90.42, Memory=95.41, Latency=6.89
Server4: CPU=30.86, Memory=55.82, Latency=57.18
Server5: CPU=49.26, Memory=76.83, Latency=92.48
Server1: CPU=93.12, Memory=73.45, Latency=38.27
Server2: CPU=0.37, Memory=2.74, Latency=1.75
Server3: CPU=55.45, Memory=92.50, Latency=72.81
Server4: CPU=22.55, Memory=33.54, Latency=39.91
Server5: CPU=65.67, Memory=8.41, Latency=11.51
Server1: CPU=53.22, Memory=63.47, Latency=58.15
Server2: CPU=6.26, Memory=92.41, Latency=15.11
Server3: CPU=97.89, Memory=20.55, Latency=58.55
Server4: CPU=73.44, Memory=1.61, Latency=70.78
Server5: CPU=35.97, Memory=29.11, Latency=21.09
Server1: CPU=85.86, Memory=21.54, Latency=44.38
Server2: CPU=46.91, Memory=52.18, Latency=98.84
Server3: CPU=65.31, Memory=57.67, Latency=31.02
Server4: CPU=89.39, Memory=44.12, Latency=52.92
Server5: CPU=54.98, Memory=40.50, Latency=34.55
Server1: CPU=6.69, Memory=17.44, Latency=89.83
Server2: CPU=32.93, Memory=23.22, Latency=5.44
Server3: CPU=80.57, Memory=24.82, Latency=24.34
